Pedido,Data Pedido,Data Saída,Previsão Entrega,Data Entrega,Comprador,Materia Prima,Quantidade,Desconto (%),Fornecedor
9246,11/7/2021,11/16/2021,11/20/2021,11/22/2021,4,1,224,0,2
9247,11/7/2021,11/12/2021,11/13/2021,11/17/2021,4,1,77,0,2
9248,11/7/2021,11/14/2021,11/16/2021,11/16/2021,4,9,327,0,3
9249,11/7/2021,11/15/2021,11/27/2021,11/29/2021,1,5,9,0,2
9250,11/7/2021,11/8/2021,11/27/2021,11/28/2021,1,8,430,0,3
9251,11/7/2021,11/7/2021,12/11/2021,12/9/2021,1,10,241,30,4
9252,11/7/2021,11/13/2021,12/9/2021,12/11/2021,1,7,435,0,2
9253,11/8/2021,11/19/2021,11/19/2021,11/22/2021,4,10,58,0,1
9254,11/8/2021,11/14/2021,11/17/2021,11/17/2021,4,7,4,0,2
9255,11/8/2021,11/12/2021,11/17/2021,11/17/2021,4,4,250,0,1
9256,11/8/2021,11/14/2021,11/18/2021,11/22/2021,4,9,25,0,5
9257,11/8/2021,11/8/2021,11/25/2021,11/29/2021,1,6,388,0,4
9258,11/8/2021,11/17/2021,11/27/2021,12/2/2021,1,5,30,0,2
9259,11/8/2021,11/9/2021,12/10/2021,12/12/2021,1,1,59,0,3
9260,11/8/2021,11/8/2021,11/30/2021,12/3/2021,1,7,308,0,4
9261,11/8/2021,11/8/2021,12/3/2021,12/1/2021,1,11,187,0,2
9262,11/9/2021,11/9/2021,11/14/2021,11/18/2021,4,7,367,0,5
9263,11/9/2021,11/17/2021,11/20/2021,11/20/2021,4,5,119,0,2
9264,11/9/2021,11/10/2021,11/28/2021,11/30/2021,1,5,220,0,3
9265,11/9/2021,11/9/2021,12/10/2021,12/11/2021,1,7,221,0,2
9266,11/9/2021,11/9/2021,12/12/2021,12/11/2021,1,5,162,0,2
9267,11/9/2021,11/11/2021,12/1/2021,12/2/2021,1,4,8,0,4
9268,11/10/2021,11/13/2021,11/15/2021,11/18/2021,4,10,216,0,4
9269,11/10/2021,11/20/2021,11/22/2021,11/23/2021,4,10,23,0,3
9270,11/10/2021,11/17/2021,11/19/2021,11/20/2021,4,9,134,0,2
9271,11/10/2021,11/15/2021,11/29/2021,12/2/2021,1,8,76,0,1
9272,11/10/2021,11/10/2021,11/29/2021,12/1/2021,1,2,217,0,5
9273,11/10/2021,11/10/2021,11/29/2021,11/28/2021,1,8,287,0,2
9274,11/10/2021,11/19/2021,11/30/2021,12/1/2021,1,6,290,0,3
9275,11/10/2021,11/10/2021,11/28/2021,11/30/2021,1,5,25,0,4
9276,11/10/2021,11/11/2021,11/30/2021,12/1/2021,1,9,60,0,3
9277,11/10/2021,11/10/2021,12/8/2021,12/9/2021,1,1,284,0,2
9278,11/10/2021,11/10/2021,12/11/2021,12/16/2021,1,8,288,0,2
9279,11/10/2021,11/18/2021,12/3/2021,12/4/2021,1,9,43,0,2
9280,11/11/2021,11/12/2021,11/18/2021,11/20/2021,4,10,50,0,3
9281,11/11/2021,11/17/2021,11/17/2021,11/21/2021,4,9,13,0,1
9282,11/11/2021,11/20/2021,11/24/2021,11/23/2021,4,9,229,0,2
9283,11/11/2021,11/20/2021,11/23/2021,11/25/2021,4,8,644,0,3
9284,11/11/2021,11/18/2021,11/22/2021,11/25/2021,4,6,53,16,2
9285,11/11/2021,11/12/2021,11/29/2021,12/2/2021,1,4,35,0,4
9286,11/11/2021,11/17/2021,11/30/2021,12/2/2021,1,9,69,0,5
9287,11/11/2021,11/11/2021,11/30/2021,11/30/2021,1,7,178,0,4
9288,11/11/2021,11/12/2021,12/11/2021,12/14/2021,1,4,14,0,3
9289,11/11/2021,11/19/2021,12/13/2021,12/15/2021,1,5,120,0,2
9290,11/11/2021,11/11/2021,12/3/2021,12/5/2021,1,5,354,0,2
9291,11/12/2021,11/12/2021,11/21/2021,11/20/2021,4,7,86,0,2
9292,11/12/2021,11/21/2021,11/21/2021,11/29/2021,4,5,165,0,3
9293,11/12/2021,11/15/2021,11/18/2021,11/23/2021,4,5,99,0,4
9294,11/12/2021,11/15/2021,11/18/2021,11/20/2021,4,7,502,0,2
9295,11/12/2021,11/12/2021,11/19/2021,11/22/2021,4,7,28,0,2
9296,11/12/2021,11/22/2021,12/11/2021,12/13/2021,1,11,79,0,3
9297,11/12/2021,11/21/2021,12/12/2021,12/15/2021,1,2,3,0,2
9298,11/12/2021,11/20/2021,12/14/2021,12/14/2021,1,9,240,0,2
9299,11/12/2021,11/14/2021,12/3/2021,12/6/2021,1,11,82,0,2
9300,11/13/2021,11/13/2021,11/20/2021,11/24/2021,4,5,5,0,2
9301,11/13/2021,11/21/2021,11/25/2021,11/29/2021,4,11,276,0,2
9302,11/13/2021,11/16/2021,11/20/2021,11/24/2021,4,10,135,0,1
9303,11/13/2021,11/23/2021,11/25/2021,11/28/2021,4,11,429,0,1
9304,11/13/2021,11/20/2021,11/21/2021,11/21/2021,4,10,34,0,3
9305,11/13/2021,11/14/2021,12/3/2021,12/6/2021,1,8,377,0,3
9306,11/13/2021,11/20/2021,12/1/2021,12/5/2021,1,5,9,0,1
9307,11/13/2021,11/22/2021,12/3/2021,12/4/2021,1,10,216,0,3
9308,11/13/2021,11/24/2021,12/12/2021,12/15/2021,1,5,193,0,1
9309,11/13/2021,11/14/2021,12/15/2021,12/17/2021,1,1,9,13,3
9310,11/13/2021,11/22/2021,12/6/2021,12/7/2021,1,7,74,0,3
9311,11/14/2021,11/23/2021,11/26/2021,11/29/2021,4,4,42,0,2
9312,11/14/2021,11/15/2021,11/21/2021,11/23/2021,4,11,267,0,3
9313,11/14/2021,11/17/2021,11/25/2021,11/26/2021,4,6,113,0,4
9314,11/14/2021,11/14/2021,11/22/2021,11/25/2021,4,11,3,0,2
9315,11/14/2021,11/25/2021,12/3/2021,12/7/2021,1,7,318,0,1
9316,11/14/2021,11/15/2021,12/3/2021,12/4/2021,1,1,288,0,3
9317,11/14/2021,11/18/2021,12/16/2021,12/19/2021,1,5,138,0,3
9318,11/14/2021,11/22/2021,12/6/2021,12/10/2021,1,11,242,0,2
9319,11/15/2021,11/20/2021,11/22/2021,11/24/2021,4,1,124,0,3
9320,11/15/2021,11/16/2021,11/22/2021,11/23/2021,4,5,137,0,3
9321,11/15/2021,11/23/2021,11/25/2021,11/28/2021,4,11,267,0,3
9322,11/15/2021,11/20/2021,11/22/2021,11/23/2021,4,11,145,0,3
9323,11/15/2021,11/25/2021,11/25/2021,11/25/2021,4,4,288,0,1
9324,11/15/2021,11/18/2021,11/20/2021,11/23/2021,4,5,117,0,3
9325,11/15/2021,11/20/2021,12/1/2021,12/1/2021,1,9,123,0,2
9326,11/15/2021,11/24/2021,12/5/2021,12/8/2021,1,1,121,0,2
9327,11/15/2021,11/24/2021,12/4/2021,12/5/2021,1,10,318,0,2
9328,11/15/2021,11/17/2021,12/16/2021,12/18/2021,1,11,168,0,4
9329,11/15/2021,11/17/2021,12/7/2021,12/11/2021,1,1,386,0,2
9330,11/16/2021,11/17/2021,11/23/2021,11/23/2021,4,9,18,0,3
9331,11/16/2021,11/19/2021,11/23/2021,11/25/2021,4,5,376,0,2
9332,11/16/2021,11/21/2021,11/23/2021,11/25/2021,4,1,15,0,1
9333,11/16/2021,11/16/2021,11/25/2021,11/26/2021,4,9,15,34,5
9334,11/16/2021,11/19/2021,12/4/2021,12/6/2021,1,2,260,0,5
9335,11/16/2021,11/24/2021,12/6/2021,12/6/2021,1,10,291,0,3
9336,11/16/2021,11/20/2021,12/6/2021,12/8/2021,1,5,12,0,5
9337,11/16/2021,11/18/2021,12/19/2021,12/20/2021,1,5,26,0,3
9338,11/16/2021,11/16/2021,12/11/2021,12/11/2021,1,11,496,0,2
9339,11/17/2021,11/19/2021,11/24/2021,11/26/2021,4,8,346,0,2
9340,11/17/2021,11/18/2021,11/24/2021,11/24/2021,4,10,257,0,3
9341,11/17/2021,11/26/2021,11/30/2021,11/29/2021,4,10,67,0,2
9342,11/17/2021,11/26/2021,12/5/2021,12/8/2021,1,1,442,0,2
9343,11/17/2021,11/21/2021,12/8/2021,12/8/2021,1,9,23,0,1
9344,11/17/2021,11/25/2021,11/30/2021,11/29/2021,2,11,286,0,2
9345,11/17/2021,11/25/2021,12/4/2021,12/8/2021,1,9,1,0,2
9346,11/17/2021,11/24/2021,12/17/2021,12/19/2021,1,9,42,0,3
9347,11/17/2021,11/17/2021,12/17/2021,12/22/2021,1,3,234,0,4
9348,11/17/2021,11/26/2021,12/20/2021,12/23/2021,1,7,160,0,3
9349,11/17/2021,11/17/2021,12/10/2021,12/12/2021,1,7,18,0,4
9350,11/18/2021,11/19/2021,11/25/2021,11/27/2021,4,1,223,0,3
9351,11/18/2021,11/18/2021,11/25/2021,11/26/2021,4,8,92,0,2
9352,11/18/2021,11/25/2021,11/29/2021,11/30/2021,4,9,170,0,2
9353,11/18/2021,11/18/2021,11/28/2021,11/26/2021,4,11,14,0,4
9354,11/18/2021,11/24/2021,11/27/2021,11/26/2021,4,8,13,0,1
9355,11/18/2021,11/29/2021,12/8/2021,12/11/2021,1,1,197,0,1
9356,11/18/2021,11/21/2021,11/29/2021,12/1/2021,2,7,148,0,1
9357,11/18/2021,11/18/2021,12/6/2021,12/9/2021,1,4,44,0,5
9358,11/18/2021,11/20/2021,12/7/2021,12/9/2021,1,11,36,0,3
9359,11/18/2021,11/26/2021,12/7/2021,12/8/2021,1,11,50,0,2
9360,11/18/2021,11/19/2021,12/17/2021,12/18/2021,1,5,94,0,3
9361,11/18/2021,11/25/2021,12/19/2021,12/19/2021,1,1,531,0,5
9362,11/18/2021,11/19/2021,12/11/2021,12/13/2021,1,5,313,0,3
9363,11/19/2021,11/28/2021,12/1/2021,12/7/2021,4,11,302,0,2
9364,11/19/2021,11/20/2021,11/26/2021,12/2/2021,4,11,99,0,3
9365,11/19/2021,11/24/2021,11/24/2021,11/26/2021,4,8,490,0,1
9366,11/19/2021,11/22/2021,11/29/2021,12/1/2021,4,9,268,0,5
9367,11/19/2021,11/23/2021,11/26/2021,11/29/2021,4,7,268,0,1
9368,11/19/2021,11/22/2021,12/11/2021,12/11/2021,1,7,254,0,3
9369,11/19/2021,11/22/2021,12/4/2021,12/5/2021,2,1,282,0,4
9370,11/19/2021,11/19/2021,12/5/2021,12/10/2021,1,5,416,0,2
9371,11/19/2021,11/19/2021,12/20/2021,12/22/2021,1,8,21,0,2
9372,11/19/2021,11/23/2021,12/11/2021,12/16/2021,1,9,2,0,5
9373,11/20/2021,11/21/2021,11/27/2021,12/1/2021,4,7,27,0,3
9374,11/20/2021,11/21/2021,11/28/2021,11/30/2021,4,6,74,0,3
9375,11/20/2021,11/20/2021,11/27/2021,11/28/2021,4,8,395,0,2
9376,11/20/2021,11/24/2021,11/27/2021,11/27/2021,4,9,76,0,2
9377,11/20/2021,11/28/2021,11/30/2021,12/9/2021,4,5,47,0,2
9378,11/20/2021,11/25/2021,12/11/2021,12/12/2021,1,5,87,0,2
9379,11/20/2021,11/30/2021,12/12/2021,12/12/2021,1,10,241,0,3
9380,11/20/2021,11/28/2021,12/7/2021,12/11/2021,1,7,32,0,2
9381,11/20/2021,11/30/2021,12/21/2021,12/23/2021,1,7,85,39,3
9382,11/20/2021,12/4/2021,12/19/2021,12/23/2021,1,10,209,0,1
9383,11/20/2021,11/29/2021,12/20/2021,12/21/2021,1,7,200,16,3
9384,11/20/2021,11/20/2021,12/13/2021,12/14/2021,1,8,184,0,4
9385,11/21/2021,11/22/2021,11/28/2021,11/29/2021,4,5,482,0,3
9386,11/21/2021,11/22/2021,11/28/2021,12/3/2021,4,11,84,0,3
9387,11/21/2021,11/21/2021,11/28/2021,11/27/2021,4,1,282,0,2
9388,11/21/2021,11/26/2021,11/27/2021,12/1/2021,4,7,140,0,2
9389,11/21/2021,11/25/2021,11/28/2021,11/28/2021,4,6,436,0,2
9390,11/21/2021,11/22/2021,12/12/2021,12/13/2021,1,5,29,0,3
9391,11/21/2021,11/30/2021,12/16/2021,12/20/2021,1,5,90,0,3
9392,11/21/2021,11/29/2021,12/23/2021,12/26/2021,1,5,371,0,4
9393,11/21/2021,11/28/2021,12/22/2021,12/24/2021,1,11,455,0,2
9394,11/21/2021,11/29/2021,12/22/2021,12/24/2021,1,5,219,0,2
9395,11/21/2021,12/1/2021,12/14/2021,12/14/2021,1,5,384,0,1
9396,11/22/2021,11/22/2021,11/29/2021,11/26/2021,4,9,315,37,5
9397,11/22/2021,11/22/2021,11/27/2021,11/29/2021,4,6,278,0,2
9398,11/22/2021,11/22/2021,12/3/2021,12/10/2021,4,7,171,0,4
9399,11/22/2021,11/28/2021,11/29/2021,12/2/2021,4,8,152,0,2
9400,11/22/2021,11/30/2021,12/2/2021,12/7/2021,4,7,167,0,2
9401,11/22/2021,11/24/2021,12/11/2021,12/13/2021,1,1,120,28,4
9402,11/22/2021,12/1/2021,12/8/2021,12/10/2021,1,9,36,0,3
9403,11/22/2021,11/24/2021,12/10/2021,12/13/2021,1,9,297,0,4
9404,11/22/2021,11/29/2021,12/13/2021,12/12/2021,1,5,14,0,5
9405,11/22/2021,12/2/2021,12/23/2021,12/25/2021,1,1,154,0,3
9406,11/22/2021,11/26/2021,12/26/2021,12/25/2021,1,7,539,0,2
9407,11/22/2021,11/22/2021,12/25/2021,12/27/2021,1,11,418,0,2
9408,11/22/2021,11/23/2021,12/16/2021,12/16/2021,1,5,94,0,3
9409,11/23/2021,12/2/2021,12/3/2021,12/5/2021,4,4,1,0,3
9410,11/23/2021,11/24/2021,11/29/2021,12/3/2021,4,5,48,0,3
9411,11/23/2021,12/1/2021,12/5/2021,12/6/2021,4,6,142,0,5
9412,11/23/2021,11/27/2021,12/13/2021,12/14/2021,1,4,256,0,1
9413,11/23/2021,11/24/2021,12/13/2021,12/13/2021,1,5,103,0,3
9414,11/23/2021,12/1/2021,12/25/2021,12/26/2021,1,3,86,0,2
9415,11/23/2021,12/1/2021,12/25/2021,12/29/2021,1,1,70,0,2
9416,11/24/2021,11/26/2021,12/1/2021,12/1/2021,4,1,31,0,5
9417,11/24/2021,11/26/2021,11/30/2021,12/3/2021,4,11,119,0,1
9418,11/24/2021,11/24/2021,12/2/2021,11/30/2021,4,9,61,0,2
9419,11/24/2021,11/24/2021,12/13/2021,12/16/2021,1,11,256,0,5
9420,11/24/2021,12/1/2021,12/14/2021,12/17/2021,1,9,246,0,2
9421,11/24/2021,11/27/2021,12/13/2021,12/15/2021,1,11,228,0,1
9422,11/24/2021,11/24/2021,12/27/2021,12/29/2021,1,8,217,0,2
9423,11/25/2021,11/29/2021,12/2/2021,12/4/2021,4,6,11,0,1
9424,11/25/2021,12/5/2021,12/6/2021,12/11/2021,4,11,418,0,3
9425,11/25/2021,12/2/2021,12/3/2021,12/11/2021,4,5,151,0,2
9426,11/25/2021,11/30/2021,11/30/2021,12/3/2021,4,5,91,0,1
9427,11/25/2021,11/30/2021,12/13/2021,12/16/2021,1,5,21,0,2
9428,11/25/2021,12/1/2021,12/15/2021,12/18/2021,1,8,645,0,3
9429,11/25/2021,12/3/2021,12/11/2021,12/14/2021,1,9,601,0,3
9430,11/25/2021,11/25/2021,12/10/2021,12/12/2021,1,8,419,0,2
9431,11/25/2021,11/26/2021,12/13/2021,12/11/2021,1,5,3,0,3
9432,11/25/2021,11/26/2021,12/12/2021,12/17/2021,1,9,217,0,3
9433,11/25/2021,11/25/2021,12/27/2021,12/30/2021,1,5,389,0,2
9434,11/25/2021,12/4/2021,12/27/2021,12/29/2021,1,1,317,0,3
9435,11/25/2021,11/30/2021,12/17/2021,12/19/2021,1,5,114,0,3
9436,11/25/2021,12/4/2021,12/17/2021,12/19/2021,1,5,180,0,3
9437,11/26/2021,11/27/2021,12/3/2021,12/1/2021,4,6,5,0,3
9438,11/26/2021,11/29/2021,12/3/2021,12/5/2021,4,7,309,0,1
9439,11/26/2021,11/26/2021,12/4/2021,12/4/2021,4,7,243,0,2
9440,11/26/2021,11/29/2021,12/2/2021,12/2/2021,4,5,122,0,3
9441,11/26/2021,11/27/2021,12/2/2021,12/4/2021,4,5,503,0,3
9442,11/26/2021,12/5/2021,12/16/2021,12/20/2021,1,4,123,0,3
9443,11/26/2021,12/4/2021,12/16/2021,12/16/2021,1,1,55,0,2
9444,11/26/2021,12/4/2021,12/16/2021,12/17/2021,1,6,128,0,2
9445,11/26/2021,12/4/2021,12/30/2021,12/29/2021,1,1,286,0,2
9446,11/26/2021,11/26/2021,12/15/2021,12/18/2021,1,2,75,0,2
9447,11/26/2021,12/3/2021,12/20/2021,12/21/2021,1,6,291,0,2
9448,11/27/2021,11/27/2021,12/4/2021,12/4/2021,4,4,25,0,2
9449,11/27/2021,11/27/2021,12/2/2021,12/3/2021,4,7,107,0,2
9450,11/27/2021,11/27/2021,12/9/2021,12/9/2021,4,6,283,0,4
9451,11/27/2021,12/2/2021,12/3/2021,12/6/2021,4,7,366,0,3
9452,11/27/2021,12/2/2021,12/16/2021,12/19/2021,1,1,338,0,3
9453,11/27/2021,11/29/2021,12/18/2021,12/20/2021,1,5,225,0,4
9454,11/27/2021,11/28/2021,12/18/2021,12/19/2021,1,7,412,0,3
9455,11/27/2021,11/30/2021,12/16/2021,12/19/2021,1,5,426,0,1
9456,11/27/2021,11/27/2021,12/18/2021,12/17/2021,1,3,260,0,2
9457,11/27/2021,11/27/2021,12/27/2021,12/31/2021,1,5,532,0,2
9458,11/27/2021,11/29/2021,12/21/2021,12/23/2021,1,1,169,0,2
9459,11/28/2021,12/6/2021,12/10/2021,12/14/2021,4,4,378,0,2
9460,11/28/2021,12/6/2021,12/9/2021,12/11/2021,4,9,17,0,3
9461,11/28/2021,11/29/2021,12/9/2021,12/10/2021,4,11,97,0,4
9462,11/28/2021,12/1/2021,12/4/2021,12/5/2021,4,11,34,0,3
9463,11/28/2021,11/29/2021,12/9/2021,12/11/2021,4,9,76,22,4
9464,11/28/2021,12/7/2021,12/19/2021,12/21/2021,1,11,421,0,3
9465,11/28/2021,12/8/2021,12/19/2021,12/23/2021,1,9,199,0,3
9466,11/28/2021,11/30/2021,12/27/2021,12/29/2021,1,6,143,0,1
9467,11/28/2021,12/7/2021,12/30/2021,1/2/2022,1,11,159,0,2
9468,11/28/2021,11/28/2021,12/28/2021,1/2/2022,1,10,164,0,4
9469,11/28/2021,11/29/2021,12/30/2021,12/30/2021,1,5,193,0,3
9470,11/28/2021,12/2/2021,12/28/2021,12/31/2021,1,7,342,0,1
9471,11/29/2021,12/8/2021,12/9/2021,12/10/2021,4,7,178,0,1
9472,11/29/2021,12/7/2021,12/10/2021,12/16/2021,4,7,59,0,2
9473,11/29/2021,12/9/2021,12/17/2021,12/21/2021,1,1,263,0,1
9474,11/29/2021,12/12/2021,12/19/2021,12/21/2021,1,11,536,0,1
9475,11/29/2021,11/30/2021,1/1/2022,12/31/2021,1,5,290,0,2
9476,11/29/2021,12/5/2021,12/21/2021,12/22/2021,1,1,140,0,1
9477,11/29/2021,12/8/2021,12/23/2021,12/25/2021,1,11,268,0,2
9478,11/30/2021,12/8/2021,12/11/2021,12/16/2021,4,9,39,0,3
9479,11/30/2021,12/7/2021,12/9/2021,12/11/2021,4,11,111,0,2
9480,11/30/2021,12/4/2021,12/7/2021,12/7/2021,4,9,74,16,2
9481,11/30/2021,11/30/2021,12/7/2021,12/8/2021,4,11,526,0,2
9482,11/30/2021,11/30/2021,12/7/2021,12/9/2021,4,9,295,0,2
9483,11/30/2021,11/30/2021,12/9/2021,12/10/2021,4,6,53,0,2
9484,11/30/2021,12/7/2021,12/19/2021,12/22/2021,1,9,163,0,2
9485,11/30/2021,12/7/2021,12/21/2021,12/23/2021,1,5,393,0,2
9486,11/30/2021,12/4/2021,12/20/2021,12/22/2021,1,11,105,0,3
9487,11/30/2021,12/7/2021,12/20/2021,12/23/2021,1,5,135,0,2
9488,11/30/2021,12/6/2021,1/2/2022,1/2/2022,1,4,61,0,1
9489,11/30/2021,12/2/2021,1/2/2022,1/5/2022,1,9,312,0,1
9490,11/30/2021,12/7/2021,12/22/2021,12/24/2021,1,5,164,0,2
9491,12/1/2021,12/5/2021,12/8/2021,12/8/2021,4,11,17,0,2
9492,12/1/2021,12/3/2021,12/9/2021,12/12/2021,4,7,66,0,1
9493,12/1/2021,12/1/2021,12/10/2021,12/11/2021,4,11,69,0,2
9494,12/1/2021,12/5/2021,12/10/2021,12/16/2021,4,9,91,0,5
9495,12/1/2021,12/2/2021,12/22/2021,12/20/2021,1,8,265,0,3
9496,12/1/2021,12/1/2021,12/17/2021,12/20/2021,1,5,81,0,2
9497,12/1/2021,12/9/2021,12/22/2021,12/24/2021,1,5,471,0,2
9498,12/1/2021,12/1/2021,12/31/2021,1/2/2022,1,4,26,0,4
9499,12/1/2021,12/11/2021,1/2/2022,1/4/2022,1,8,334,0,3
9500,12/1/2021,12/10/2021,1/1/2022,1/4/2022,1,6,149,0,3
9501,12/1/2021,12/1/2021,12/24/2021,12/27/2021,1,9,52,0,5
9502,12/2/2021,12/2/2021,12/9/2021,12/7/2021,4,7,25,0,4
9503,12/2/2021,12/11/2021,12/14/2021,12/17/2021,4,11,249,0,3
9504,12/2/2021,12/4/2021,12/10/2021,12/9/2021,4,5,5,0,4
9505,12/2/2021,12/2/2021,12/9/2021,12/9/2021,4,5,207,0,4
9506,12/2/2021,12/2/2021,12/11/2021,12/11/2021,4,9,132,0,4
9507,12/2/2021,12/4/2021,12/22/2021,12/23/2021,1,7,87,39,2
9508,12/2/2021,12/4/2021,12/20/2021,12/23/2021,1,9,79,0,4
9509,12/2/2021,12/11/2021,12/20/2021,12/21/2021,1,1,38,0,2
9510,12/2/2021,12/11/2021,1/4/2022,1/4/2022,1,9,175,0,1
9511,12/2/2021,12/11/2021,1/3/2022,1/5/2022,1,1,80,0,2
9512,12/2/2021,12/11/2021,12/26/2021,12/26/2021,1,11,154,0,3
9513,12/3/2021,12/3/2021,12/10/2021,12/13/2021,4,8,108,0,2
9514,12/3/2021,12/7/2021,12/10/2021,12/14/2021,4,11,46,0,1
9515,12/3/2021,12/12/2021,12/15/2021,12/16/2021,4,3,47,0,1
9516,12/3/2021,12/3/2021,12/24/2021,12/25/2021,1,10,101,0,4
9517,12/3/2021,12/3/2021,12/23/2021,12/22/2021,1,1,195,0,2
9518,12/3/2021,12/6/2021,12/22/2021,12/24/2021,1,7,164,0,4
9519,12/3/2021,12/11/2021,12/21/2021,12/24/2021,1,9,283,0,2
9520,12/3/2021,12/6/2021,1/4/2022,1/6/2022,1,4,53,0,3
9521,12/3/2021,12/3/2021,1/4/2022,1/6/2022,1,2,421,0,2
9522,12/3/2021,12/3/2021,12/26/2021,12/30/2021,1,9,174,23,2
9523,12/4/2021,12/13/2021,12/17/2021,12/20/2021,4,7,240,0,2
9524,12/4/2021,12/4/2021,12/12/2021,12/11/2021,4,11,428,27,4
9525,12/4/2021,12/7/2021,12/10/2021,12/12/2021,4,8,34,0,1
9526,12/4/2021,12/5/2021,12/9/2021,12/11/2021,4,5,42,0,3
9527,12/4/2021,12/6/2021,12/26/2021,12/25/2021,1,11,44,0,2
9528,12/4/2021,12/8/2021,1/3/2022,1/6/2022,1,7,305,0,1
9529,12/4/2021,12/4/2021,1/7/2022,1/9/2022,1,9,251,0,2
9530,12/4/2021,12/10/2021,12/25/2021,12/30/2021,1,1,173,0,2
9531,12/5/2021,12/15/2021,12/15/2021,12/20/2021,4,8,110,0,1
9532,12/5/2021,12/12/2021,12/12/2021,12/20/2021,4,9,239,0,3
9533,12/5/2021,12/13/2021,12/16/2021,12/15/2021,4,7,1,0,3
9534,12/5/2021,12/5/2021,12/12/2021,12/15/2021,4,9,112,0,2
9535,12/5/2021,12/15/2021,12/15/2021,12/17/2021,4,7,160,0,1
9536,12/5/2021,12/5/2021,1/5/2022,1/6/2022,1,9,123,38,4
9537,12/5/2021,12/14/2021,12/25/2021,12/28/2021,1,2,23,0,3
9538,12/5/2021,12/8/2021,12/23/2021,12/26/2021,1,6,464,0,2
9539,12/5/2021,12/9/2021,12/25/2021,12/26/2021,1,11,267,0,1
9540,12/5/2021,12/17/2021,12/27/2021,12/30/2021,1,4,91,0,1
9541,12/6/2021,12/9/2021,12/15/2021,12/17/2021,4,1,266,0,4
9542,12/6/2021,12/6/2021,12/11/2021,12/18/2021,4,5,4,0,2
9543,12/6/2021,12/9/2021,12/13/2021,12/16/2021,4,8,241,0,1
9544,12/6/2021,12/14/2021,12/16/2021,12/19/2021,4,9,63,0,2
9545,12/6/2021,12/14/2021,12/15/2021,12/19/2021,4,2,406,37,2
9546,12/6/2021,12/11/2021,12/15/2021,12/17/2021,4,1,534,0,1
9547,12/6/2021,12/12/2021,12/25/2021,12/28/2021,1,2,20,0,3
9548,12/6/2021,12/14/2021,12/25/2021,12/26/2021,1,1,479,0,3
9549,12/6/2021,12/11/2021,12/27/2021,12/29/2021,1,1,18,0,1
9550,12/6/2021,12/7/2021,12/26/2021,12/26/2021,1,7,12,0,3
9551,12/6/2021,12/15/2021,12/26/2021,12/28/2021,1,9,13,0,2
9552,12/6/2021,12/9/2021,1/5/2022,1/8/2022,1,5,65,0,2
9553,12/6/2021,12/9/2021,1/7/2022,1/12/2022,1,9,117,0,3
9554,12/6/2021,12/15/2021,1/8/2022,1/10/2022,1,8,163,0,2
9555,12/6/2021,12/9/2021,12/29/2021,12/29/2021,1,7,178,0,4
9556,12/7/2021,12/8/2021,12/15/2021,12/17/2021,4,11,21,0,3
9557,12/7/2021,12/7/2021,12/14/2021,12/14/2021,4,11,39,36,5
9558,12/7/2021,12/8/2021,12/15/2021,12/15/2021,4,8,122,0,4
9559,12/7/2021,12/7/2021,12/27/2021,12/29/2021,1,1,41,0,4
9560,12/7/2021,12/14/2021,12/27/2021,12/29/2021,1,10,152,0,2
9561,12/7/2021,12/8/2021,1/8/2022,1/11/2022,1,7,12,0,3
9562,12/7/2021,12/8/2021,12/31/2021,12/31/2021,1,3,239,0,3
9563,12/8/2021,12/15/2021,12/18/2021,12/15/2021,4,6,575,0,3
9564,12/8/2021,12/19/2021,12/19/2021,12/22/2021,4,5,82,39,1
9565,12/8/2021,12/12/2021,12/26/2021,12/29/2021,1,1,265,0,1
9566,12/8/2021,12/9/2021,12/27/2021,12/29/2021,1,10,233,0,3
9567,12/8/2021,12/8/2021,1/8/2022,1/8/2022,1,1,35,0,5
9568,12/8/2021,12/16/2021,1/7/2022,1/13/2022,1,5,80,0,2
9569,12/8/2021,12/8/2021,12/29/2021,1/3/2022,1,5,521,0,2
9570,12/9/2021,12/9/2021,12/16/2021,12/15/2021,4,5,127,0,2
9571,12/9/2021,12/15/2021,12/15/2021,12/17/2021,4,2,34,0,1
9572,12/9/2021,12/11/2021,12/18/2021,12/18/2021,4,7,11,0,2
9573,12/9/2021,12/13/2021,12/16/2021,12/17/2021,4,10,5,0,1
9574,12/9/2021,12/20/2021,12/20/2021,12/26/2021,4,7,229,0,1
9575,12/9/2021,12/9/2021,12/28/2021,12/29/2021,1,9,383,0,2
9576,12/9/2021,12/20/2021,12/29/2021,12/28/2021,1,6,277,0,1
9577,12/9/2021,12/18/2021,12/28/2021,12/30/2021,1,11,202,0,3
9578,12/9/2021,12/20/2021,12/27/2021,12/31/2021,1,8,162,0,1
9579,12/9/2021,12/9/2021,1/10/2022,1/11/2022,1,5,33,0,4
9580,12/9/2021,12/17/2021,12/30/2021,1/3/2022,1,5,228,0,2
9581,12/10/2021,12/14/2021,12/17/2021,12/18/2021,4,8,105,0,1
9582,12/10/2021,12/10/2021,12/17/2021,12/18/2021,4,7,1,0,2
9583,12/10/2021,12/17/2021,12/20/2021,12/26/2021,4,6,196,0,5
9584,12/10/2021,12/10/2021,12/29/2021,1/2/2022,1,6,358,0,2
